description,reaction,T,I,pH,pMg,standard_dg_prime,std,n,SEM,type,nontrans_standard_dg_prime,nontrans_std,all standard_dg_prime,all nontrans_standard_dg_prime
galactitol(aq) + NAD(aq) = D-tagatose(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])OC([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,10.759851035516357,,1,,reaction dg,10.759851035516357,,[10.759851035516357],[10.759851035516357]
glycerol(aq) + NAD(aq) = dihydroxyacetone(aq) + NADH(aq),[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,23.235135586902558,1.7831028352455216,2,1.2608441063550675,reaction dg,17.250877645777734,9.439364270740619,"[24.495979693257627, 21.974291480547492]","[23.925516131708438, 10.576239159847034]"
glycerol(aq) + NADP(aq) = (R)-glyceraldehyde(aq) + NADPH(aq),[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])[C@@]([H])(O[H])C([H])=O + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,35.892928220412436,,1,,reaction dg,34.28563360358904,,[35.892928220412436],[34.28563360358904]
"glycine(aq) + NAD+(aq) + THF(aq) = 5,10-CH2-THF(aq) + NADH(aq) + NH3(aq) + CO2(aq)",[H]OC(=O)C([H])([H])N([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H] + [H]O[H] = [H]OC(=O)C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N2C([H])([H])N3c4c(nc(N([H])[H])n([H])c4=O)N([H])C([H])([H])[C@]3([H])C2([H])[H])c([H])c1[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]N([H])[H] + [H]OC(=O)O[H] + [H+],298.15,0.25,7.0,14.0,17.489637526353672,,1,,reaction dg,16.71127755330698,,[17.489637526353672],[16.71127755330698]
glycine(aq) + acetaldehyde(aq) = L-threonine(aq),[H]OC(=O)C([H])([H])N([H])[H] + [H]C(=O)C([H])([H])[H] = [H]OC(=O)[C@@]([H])(N([H])[H])[C@]([H])(O[H])C([H])([H])[H],298.15,0.25,7.0,14.0,-10.375062271309295,,1,,reaction dg,-10.374726091385318,,[-10.375062271309295],[-10.374726091385318]
glycine(aq) + formaldehyde(aq) = L-serine(aq),[H]OC(=O)C([H])([H])N([H])[H] + [H]C([H])=O = [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])O[H],298.15,0.25,7.0,14.0,-20.41773184331095,,1,,reaction dg,-20.42028013023344,,[-20.41773184331095],[-20.42028013023344]
glycine(aq) + lipoate(aq) = S-aminomethyldihydro--lipoate(aq) + carbon dioxide(aq),[H]OC(=O)C([H])([H])N([H])[H] + [H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])SSC([H])([H])C1([H])[H] + [H]O[H] = [H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(S[H])C([H])([H])C([H])([H])SC([H])([H])N([H])[H] + [H]OC(=O)O[H],298.15,0.25,7.0,14.0,8.620259862193366,1.26645573690483,15,0.32699746518274986,reaction dg,9.599613315431052,1.2296068049662343,"[8.489217164937045, 6.592291779666249, 7.945201353984682, 9.92671777624009, 9.92382969899628, 11.552203325043724, 9.017961608805349, 8.508005232556252, 9.35255472379301, 9.030640632436313, 8.064260924070798, 7.615508281420494, 8.628178283673003, 7.738658055871877, 6.9186690914053335]","[8.981971001315628, 7.68966688270009, 9.049573714761689, 11.03738659931714, 11.03738659931714, 12.392289636959209, 10.154226387977017, 9.643726793720413, 9.845308560171592, 9.856981972775696, 9.058149697747982, 8.712883384454335, 9.765037832329591, 8.836033158905717, 7.93357750901255]"
glycine(aq) + oxaloacetate(aq) = glyoxylate(aq) + L-aspartate(aq),[H]OC(=O)C([H])([H])N([H])[H] + [H]OC(=O)C(=O)C([H])([H])C(=O)O[H] = [H]OC(=O)C([H])=O + [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],298.15,0.25,7.0,14.0,10.237005133480533,,1,,reaction dg,10.245398242898613,,[10.237005133480533],[10.245398242898613]
glycolate(aq) + NAD(aq) = glyoxylate(aq) + NADH(aq),[H]OC(=O)C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C([H])=O + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,43.96119505326456,0.7629419573751601,11,0.23003565540297535,reaction dg,37.153264658128705,2.3183159554364563,"[44.53939387234747, 42.98416617963531, 44.113603293059064, 44.391381567000884, 44.8521316792914, 44.33200389640139, 45.156453112165586, 42.9639346600192, 43.206144455704646, 43.56386726957783, 43.47006560070738]","[39.86138524260716, 37.27963694968744, 37.8388752790897, 36.97652696751636, 40.11708953390337, 39.48289619371512, 37.171716558178495, 34.409478141133015, 32.77335925213396, 35.00941075069164, 37.76553637075951]"
glyoxylate(aq) + CoA(aq) + NADP(aq) = oxalyl-CoA(aq) + NADPH(aq),[H]OC(=O)C([H])=O + [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,-10.451900792205342,0.29041450643166616,5,0.12987731560665108,reaction dg,-9.357708965152288,1.005512596117759,"[-10.427441144493839, -10.581156877483028, -10.742481930870339, -9.973625279354561, -10.534798728824935]","[-9.414915046910322, -9.04496760107276, -10.643694984877568, -7.904808753241778, -9.780158439659001]"
guanine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = GMP(aq) + pyrophosphate(aq),[H]c1nc2c(=O)n([H])c(N([H])[H])nc2n1[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-28.81041347528657,,1,,reaction dg,-29.76847056251579,,[-28.81041347528657],[-29.76847056251579]
guanosine(aq) + orthophosphate(aq) = guanine(aq) + D-ribose 1-phosphate(aq),[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]c1nc2c(=O)n([H])c(N([H])[H])nc2n1[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,11.438330034670312,1.3530930782691488,2,0.956781291220695,reaction dg,11.160507795371654,1.337377079119306,"[10.481548743449617, 12.395111325891007]","[10.214839393722935, 12.106176197020373]"
hypoxanthine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = IMP(aq) + pyrophosphate(aq),[H]c1nc2c(nc([H])n2[H])c(=O)n1[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-28.83729108463402,,1,,reaction dg,-29.76847056251579,,[-28.83729108463402],[-29.76847056251579]
indole-3-lactate(aq) + NAD(aq) = indole-3-pyruvate(aq) + NADH(aq),[H]OC(=O)C([H])(O[H])C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])c1c([H])n([H])c2c([H])c([H])c([H])c([H])c12 + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,-14.856419543491679,,1,,reaction dg,-16.61285341647405,,[-14.856419543491679],[-16.61285341647405]
inosine(aq) + H2O(l) = hypoxanthine(aq) + D-ribose(aq),[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]c1nc2c(nc([H])n2[H])c(=O)n1[H] + [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-11.981367220571718,,1,,reaction dg,-12.019298427172904,,[-11.981367220571718],[-12.019298427172904]
inosine(aq) + orthophosphate(aq) = hypoxanthine(aq) + D-ribose 1-phosphate(aq),[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]c1nc2c(nc([H])n2[H])c(=O)n1[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,10.030850019625767,0.9918061312139343,6,0.40490315753966655,reaction dg,9.466915737251014,1.1233722153033405,"[10.91755007336028, 8.886093496386401, 10.853577355658135, 8.868804240829988, 10.88453003084516, 9.774544920674646]","[10.628273671777213, 8.428358933921892, 9.984293284562657, 7.826252514881219, 10.42679546838065, 9.507520549982463]"
isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq),[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H]OC(=O)O[H] + [H+],298.15,0.25,7.0,14.0,1.8401960657954288,2.849846718210133,10,0.9012006611900074,reaction dg,1.0520954865407315,1.8685529731931638,"[5.666196675547752, 7.702780530854615, 1.938290498457147, -0.07941231407425886, 1.3044465542181813, -1.966492245533384, 0.6246189851289459, 0.6542411616194996, 0.254135198451536, 2.3031556132842534]","[-0.0, 6.277822584841293, 0.5133325524438251, 0.6731102909237474, 0.1798030716909482, 0.2610440056474953, 1.1843941683651011, 0.37368278841298236, 0.8139103816876913, 0.2438550213942316]"
isocitrate(aq) = cis-aconitate(aq) + H2O(l),[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])(O[H])C(=O)O[H] = [H]OC(=O)/C([H])=C(\C(=O)O[H])C([H])([H])C(=O)O[H] + [H]O[H],298.15,0.25,7.0,14.0,1.780197748794458,0.1988244427455381,3,0.11479134554061377,reaction dg,1.4371079927868387,0.45720892443765687,"[1.562280164325572, 1.9517273314786643, 1.8265857505791379]","[1.4812167957526448, 1.870663962905737, 0.9594432197021339]"
isocitrate(aq) = citrate(aq),[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])(O[H])C(=O)O[H] = [H]OC(=O)C([H])([H])C(O[H])(C(=O)O[H])C([H])([H])C(=O)O[H],298.15,0.25,7.0,14.0,-7.982506452671347,1.6489999052105189,75,0.19041010783339207,reaction dg,-7.946812907886665,1.6389575116233814,"[-7.498591369401821, -8.345260176647963, -9.060813361258463, -6.229308824202721, -8.345260176647963, -8.446345544421078, -8.815166002925414, -9.212465718050819, -6.8508670072725275, -7.0286855431243715, -7.637941332907492, -8.637347467073571, -5.242205083323329, -7.351274331545879, -9.212465718050819, -6.186228546967895, -5.9300777006441, -5.9379090741220075, -6.205116897007376, -7.190055511524286, -8.693759860780467, -9.96014257089802, -5.671218057697161, -5.877553494692806, -8.598301155998296, -9.74698198604269, -6.810143885353775, -10.236416785912821, -7.0345103863937455, -6.983868114552315, -8.645862019902959, -9.904534911578102, -5.882748148412586, -7.345865081758057, -6.109340892118816, -7.47849192179764, -5.958677511080155, -5.958677511080155, -9.987504270672233, -10.499432385676556, -6.472837526525173, -5.91434343403848, -6.007863502514531, -10.00018951093938, -9.76598445726385, -9.355515653185252, -6.544851381892044, -5.609201233911945, -6.205786587018232, -8.966890017397889, -9.572719458943082, -10.416333079952294, -9.688222964097381, -10.866145313806614, -9.087446978988101, -10.510122722545459, -7.6828850329633465, -8.605466820267754, -6.378536228934101, -10.21323315851152, -7.659729476570511, -9.610057916941907, -6.110980717567531, -10.491646674957439, -9.894811448017412, -6.279019779555249, -7.882087257639846, -7.012014140604019, -7.012014140604019, -6.154070960191641, -9.987443788247658, -10.571930257086, -8.3017040580902, -10.377800009346005, -6.730681921715761]","[-7.4494895339125256, -8.296158341158668, -9.011711525769167, -6.180206988713425, -8.296158341158668, -8.397243708931782, -8.766064167436118, -9.163363882561523, -6.801765171783232, -6.979583707635076, -7.5888394974181965, -8.588245631584275, -5.193103247834033, -7.302172496056583, -9.163363882561523, -6.115028803811667, -5.925094302067103, -5.932925675545011, -6.20013349843038, -7.18507211294729, -8.68877646220347, -9.955159172321023, -5.8237875846555776, -6.030123021651222, -8.750870682956712, -9.899551513001105, -6.805160486776779, -10.231433387335825, -6.967380285034804, -7.136437641510732, -8.578731918544017, -9.899551513001105, -5.815618047053644, -7.340881683181061, -6.104357493541819, -7.4735085232206435, -5.953694112503158, -5.953694112503158, -9.982520872095236, -10.49444898709956, -6.4678541279481765, -5.909360035461484, -5.9407334011555895, -9.933059409580439, -9.761001058686853, -9.350532254608256, -6.608395286174924, -5.527805456438484, -6.132914900388934, -8.885494239924428, -9.491323681469622, -10.334937302478833, -9.60682718662392, -10.784749536333154, -9.00605120151464, -10.428726945071999, -7.601489255489829, -8.524071042794237, -6.297140451460584, -10.131837381038002, -7.57833369909705, -9.52866213946839, -6.029584940094071, -10.410250897483978, -9.813415670543952, -6.197624002081788, -7.800691480166385, -6.9306183631305585, -6.9306183631305585, -6.07267518271818, -9.906048010774198, -10.49053447961254, -8.22030828061674, -10.296404231872545, -6.659482178559533]"
isocitrate(aq) = succinate(aq) + glyoxylate(aq),[H]OC(=O)C([H])([H])C([H])(C(=O)O[H])C([H])(O[H])C(=O)O[H] = [H]OC(=O)C([H])([H])C([H])([H])C(=O)O[H] + [H]OC(=O)C([H])=O,298.15,0.25,7.0,14.0,12.626972875271958,4.204469819434864,4,2.102234909717432,reaction dg,12.484123943581979,4.273108659666874,"[15.643712810659375, 16.843040546775978, 9.01056907182624, 9.01056907182624]","[15.303609677429018, 16.97132891880018, 8.830778589049359, 8.830778589049359]"
isomaltose(aq) + H2O(l) = 2 D-glucose(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]O[H] = 2.0 [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-8.80086412964434,2.0195771221099297,12,0.5830016975496889,reaction dg,-8.800774466410697,2.019578810638238,"[-6.567729373663075, -7.048719364936867, -7.305471994472986, -7.835750657304428, -7.645096606142547, -6.768396599167804, -11.618262926476364, -11.036457483863508, -9.611720251697772, -11.036457483863508, -7.518043887666869, -11.618262926476364]","[-6.567632712989227, -7.048622879449633, -7.305375598063823, -7.835654442020226, -7.645000300295837, -6.7683000290565225, -11.618161128025593, -11.036355685412737, -9.61173035473578, -11.036355685412737, -7.51794365344066, -11.618161128025593]"
isopentenyl diphosphate(aq) = dimethylallyl diphosphate(aq),[H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H] = [H]OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],298.15,0.25,7.0,14.0,-4.895484879515298,,1,,reaction dg,-4.9023901757827595,,[-4.895484879515298],[-4.9023901757827595]
keto-oxaloacetate(aq) = enol-oxaloacetate(aq),[H]OC(=O)C(=O)C([H])([H])C(=O)O[H] = [H]OC(=O)/C([H])=C(\O[H])C(=O)O[H],298.15,0.25,7.0,14.0,5.704291451191617,,1,,reaction dg,5.7049458449070105,,[5.704291451191617],[5.7049458449070105]
keto-phenylpyruvate(aq) = enol-phenylpyruvate(aq),[H]OC(=O)C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H] = [H]OC(=O)/C(O[H])=C(\[H])c1c([H])c([H])c([H])c([H])c1[H],298.15,0.25,7.0,14.0,5.70467268915173,,1,,reaction dg,5.7049458449070105,,[5.70467268915173],[5.7049458449070105]
lactose(aq) + H2O(l) = D-galactose(aq) + D-glucose(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-9.651217843318264,1.708322535856377,7,0.6456852269947422,reaction dg,-9.651149276922316,1.708368082434278,"[-12.9482768019063, -8.737101092280113, -9.148690577524647, -8.429220739848313, -8.791095177135956, -8.467931613131482, -11.036208901401038]","[-12.948280876821325, -8.737004284342902, -9.148593948157682, -8.429123842625609, -8.790998458483953, -8.467834626623711, -11.036208901401038]"
lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),[H]OC([H])([H])[C@@]1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-10.764570910805244,1.7777440398575015,2,1.2570548657972072,reaction dg,-10.76451965533585,1.7776651826816054,"[-9.507516045008035, -12.02162577660245]","[-9.507520549982463, -12.021518760689235]"
laminaribiose(aq) + orthophosphate(aq) = D-glucose(aq) + D-glucose 1-phosphate(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC([H])([H])[C@@]1([H])O[C@]([H])(OP(=O)(O[H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,2.2501262731695646,,1,,reaction dg,3.103055093324636,,[2.2501262731695646],[3.103055093324636]
malonyl-CoA(aq) + acyl-carrier protein(aq) = CoA(aq) + malonyl-[acyl-carrier protein](aq),[H]OC(=O)C([H])([H])C(=O)SC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)[C@]([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H] + *S[H] = [H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + *SC(=O)C([H])([H])C(=O)O[H],298.15,0.25,7.0,14.0,6.146483770157884,9.058228077102543,2,6.405134498853588,reaction dg,3.8832255441500636,8.584771762716812,"[-0.25865072869570493, 12.551618269011474]","[-2.1871247842057846, 9.953575872505912]"
