,description,reaction,T,I,pH,pMg,standard_dg_prime,nontrans_standard_dg_prime,nontrans_stderr,stderr,n,SEM,ddG
387,ATP(aq) + NAD(aq) = ADP(aq) + NADP(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-12.725908877877576,-8.50873909705857,,,1,,15.244574648510024
388,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),[H]O[C@@]([H])(C([H])=O)C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])O[H] = [H]OC(=O)[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,-12.198396762346205,-14.01818293316675,3.6238889590168575,3.5009160008123588,56,0.46782957910409456,47.12530145719006
389,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),[H]OC([H])(C([H])([H])[H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]C([H])([H])C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,6.435561258908227,2.4108903670299,2.994320677797486,0.3425797267875496,42,0.052861199472417096,39.934500607282416
390,"2,2'-iminodipropanoate(aq) + NAD(aq) + H2O(l) = L-alanine(aq) + pyruvate(aq) + NADH(aq)",[H]OC(=O)C([H])(N([H])C([H])(C(=O)O[H])C([H])([H])[H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,34.22967506944207,34.22967506944207,,,1,,38.34298694208064
391,"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)",[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(C(=O)O[H])[C@@]([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C([H])([H])C(=O)O[H] + [H]OC(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,4.826884632229545,1.9784038286031005,,,1,,48.10136681157883
392,lactulose(aq) + H2O(l) = D-galactose(aq) + D-fructose(aq),[H]OC([H])([H])[C@@]1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]1([H])O[H] + [H]O[H] = [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,-10.764570910857923,-10.76451965533585,1.7776651826816054,1.7777440399385536,2,1.2570548658545198,0.00011192996538511579
393,5-formiminotetrahydrofolate(aq) + glycine(aq) = N-formiminoglycine(aq) + tetrahydrofolate(aq),[H]N=C([H])N1c2c(nc(N([H])[H])n([H])c2=O)N([H])C([H])([H])[C@]1([H])C([H])([H])N([H])c1c([H])c([H])c(C(=O)N([H])[C@]([H])(C(=O)O[H])C([H])([H])C([H])([H])C(=O)O[H])c([H])c1[H] + [H]OC(=O)C([H])([H])N([H])[H] = [H]N=C([H])N([H])C([H])([H])C(=O)O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H],298.15,0.25,7.0,14.0,-3.3856994378188308,-3.4756355120828193,0.9509789417775528,0.8237901258068263,2,0.5825075842325259,4.4690734236265826
394,N-2-acetyl-L-ornithine(aq) + L-glutamate(aq) = L-ornithine(aq) + N-acetyl-L-glutamate(aq),[H]OC(=O)[C@@]([H])(N([H])C(=O)C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] = [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)C([H])([H])[H],298.15,0.25,7.0,14.0,1.9141888565074525,1.9459548150099424,,,1,,-0.7388409443889259
395,alpha-D-Glucose 6-phosphate(aq) = beta-D-Glucose 6-phosphate(aq),[H]O[C@@]1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] = [H]O[C@]1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-1.3146986164802863,-1.3146986164802863,,,1,,0.0
396,(S)-2-methylmalate(aq) = 2-methylfumarate(aq) + H2O(l),[H]OC(=O)C([H])([H])[C@](O[H])(C(=O)O[H])C([H])([H])[H] = [H]OC(=O)/C([H])=C(/C(=O)O[H])C([H])([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,4.426770142855184,4.390247228426724,,,1,,2.0147654261027554
397,ATP(aq) + formate(aq) + tetrahydrofolate(aq) = ADP(aq) + phosphate(aq) + 10-formyltetrahydrofolate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC([H])=O + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N([H])C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)c1c([H])c([H])c(N(C([H])=O)C([H])([H])[C@]2([H])N([H])c3c(nc(N([H])[H])n([H])c3=O)N([H])C2([H])[H])c([H])c1[H],298.15,0.25,7.0,14.0,-11.17476056014668,-9.571161968618114,,,1,,-9.787014686751377
398,3-dehydroquinate(aq) = 3-dehydroshikimate(aq) + H2O(l),[H]OC(=O)[C@]1(O[H])C([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C1([H])[H] = [H]OC(=O)C1=C([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])C1([H])[H] + [H]O[H],298.15,0.25,7.0,14.0,-5.286773910658635,-5.290275034148589,2.1344407043934686,2.129575025337236,2,1.5058369414614732,0.5133513791779052
399,L-iditol(aq) + NAD(aq) = L-sorbose(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,11.524327962474826,8.515214188489951,4.7238002778346075,3.502950623437551,3,2.0224294853996376,39.93576982585864
400,cis-3-hexene-1-ol(aq) + NAD(aq) = cis-3-hexenal(aq) + NADH(aq),[H]OC([H])([H])C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]C(=O)C([H])([H])/C([H])=C(/[H])C([H])([H])C([H])([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,25.342898312580303,17.928747916408724,,,1,,39.93450060850614
401,ITP(aq) + oxaloacetate(aq) + H2O(l) = IDP(aq) + phosphoenolpyruvate(aq) + carbon dioxide(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C(=O)C([H])([H])C(=O)O[H] + [H]O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C(OP(=O)(O[H])O[H])=C([H])[H] + [H]OC(=O)O[H],298.15,0.25,7.0,14.0,0.17786749574133442,-1.2521735412311557,3.5736368504253173,2.9220009277546195,4,1.4610004638773098,-16.564157572272194
402,orotidine 5 '-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),[H]OC(=O)c1c([H])c(=O)n([H])c(=O)n1[C@]1([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H] = [H]OC(=O)c1c([H])c(=O)n([H])c(=O)n1[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-6.111618007162453,-4.0620373619986925,2.617404425434894,2.319238770535442,5,1.0371951093940568,-2.4014713664574856
403,(S)-dihydroorotate(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),[H]OC(=O)[C@@]1([H])N([H])C(=O)N([H])C(=O)C1([H])[H] + [H]O[H] = [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])C(=O)N([H])[H],298.15,0.25,7.0,14.0,-5.504374545727949,-4.108175118719026,2.293842018711585,2.270423786197889,3,1.3108297841358807,6.946984561694592
404,(R)-2-hydroxyglutarate(aq) + NAD(aq) = 2-oxoglutarate(aq) + NADH(aq),[H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(O[H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,27.298826430784327,27.298826430784327,0.38377012824405676,0.38377012824405676,2,0.27136646009820353,49.1077194663726
405,citrate(aq) = cis-aconitate(aq) + H2O(l),[H]OC(=O)C([H])([H])C(O[H])(C(=O)O[H])C([H])([H])C(=O)O[H] = [H]OC(=O)/C([H])=C(\C(=O)O[H])C([H])([H])C(=O)O[H] + [H]O[H],298.15,0.25,7.0,14.0,7.948927530168696,7.893459964998169,0.5520843414017803,0.663590220615413,3,0.3831239925039118,17.654175962710937
406,D-glucuronate(aq) = D-fructuronate(aq),[H]OC(=O)[C@@]1([H])OC([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)[C@@]1([H])OC(O[H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H],298.15,0.25,7.0,14.0,0.522242784082265,0.511476832341599,,,1,,0.0011482144280989814
407,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])[H] + [H]OC(=O)C(=O)C([H])([H])C([H])([H])C(=O)O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]OC(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H],298.15,0.25,7.0,14.0,0.593874599363681,0.6998865351408635,1.0158371916226763,1.0132939367315634,12,0.29251276357009187,-4.09387437853735
408,Nicotinate D-ribonucleotide(aq) + pyrophosphate(aq) = nicotinic acid(aq) + 5-Phospho-alpha-D-ribose 1-diphosphate(aq),[H]OC(=O)c1c([H])c([H])c([H])[n+]([C@]2([H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])c1[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H] = [H]OC(=O)c1c([H])nc([H])c([H])c1[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])OP(=O)(O[H])O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,3.079094601777184,-1.0214381719160472,,,1,,42.498963629863965
409,ATP + beta-Nicotinamide mononucleotide = NAD + pyrophosphate,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])O[C@]1([H])C([H])([H])OP(=O)([O-])O[H] + [H+] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,-3.616076841772997,2.369213086760166,,,1,,-52.31404023864998
410,2-dehydro-3-deoxy-D-galactonate 6-phosphate(aq) = pyruvate(aq) + D-glyceraldehyde 3-phosphate(aq),[H]OC(=O)C(=O)C([H])([H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] = [H]OC(=O)C(=O)C([H])([H])[H] + [H]O[C@@]([H])(C([H])=O)C([H])([H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,13.764624968724121,13.873277469936028,,,1,,1.5978321619353437
411,L-pipecolate(aq) + NADP(aq) =D-1-piperidine-2-carboxylate(aq) + NADPH(aq),[H]OC(=O)[C@@]1([H])N([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H] + [H]O[C@@]1([H])[C@@]([H])(OP(=O)(O[H])O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC(=O)C1=NC([H])([H])C([H])([H])C([H])([H])C1([H])[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(OP(=O)(O[H])O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,34.65164856368616,11.759072814041055,1.1228972773147576,2.2495755385904475,6,0.9183853678988741,9.072753615154625
412,CoA(aq) + oxidized glutathione(aq) = CoA-glutathione(aq) + reduced glutathione(aq),[H]O[C@]1([H])[C@]([H])(OP(=O)(O[H])O[H])[C@@]([H])(C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S[H])O[C@@]1([H])n1c([H])nc2c(N([H])[H])nc([H])nc21 + [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])SSC([H])([H])[C@@]([H])(C(=O)N([H])C([H])([H])C(=O)O[H])N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] = [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])SSC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])N([H])C(=O)C([H])(O[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H])C([H])([H])S[H],298.15,0.25,7.0,14.0,-0.9607082311808416,-0.5528663760401958,,,1,,2.410495712102147
413,D-sorbitol 6-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP(=O)(O[H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])([n+]2c([H])c([H])c([H])c(C(=O)N([H])[H])c2[H])[C@]([H])(O[H])[C@]1([H])O[H] = [H]OC([H])([H])C1(O[H])O[C@]([H])(C([H])([H])OP(=O)(O[H])O[H])[C@@]([H])(O[H])[C@]1([H])O[H] + [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=C([H])C([H])([H])C(C(=O)N([H])[H])=C2[H])O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)[C@]([H])(O[H])[C@]1([H])O[H] + [H+],298.15,0.25,7.0,14.0,11.752246362768041,-1.9535028501585652,,,1,,42.71331012958376
414,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C(=O)C([H])([H])[H] + [H]OP(=O)(O[H])O[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])O[H] + [H]OC(=O)C(OP(=O)(O[H])O[H])=C([H])[H] + [H]OP(=O)(O[H])OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,17.261905278448527,13.663714006710025,6.164945444117454,4.597475372557304,13,1.2751102456490977,9.209519766071807
415,"L-lysine(aq) = (3S)-3,6-diaminohexanoate(aq)",[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H] = [H]OC(=O)C([H])([H])[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],298.15,0.25,7.0,14.0,-4.670833761389368,-4.551819003511191,0.49578250640348753,0.5499419680724235,2,0.3888676948830864,-2.798665752595639
416,isomaltose(aq) + H2O(l) = 2 D-glucose(aq),[H]OC1([H])O[C@]([H])(C([H])([H])O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H] + [H]O[H] = 2.0 [H]OC1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],298.15,0.25,7.0,14.0,-8.800858809365845,-8.800774466410697,2.019578810638238,2.019577252707691,12,0.5830017352500152,9.489182809829799e-05
417,ATP(aq) + L-aspartate(aq) = ADP(aq) + 4-phospho-L-aspartate(aq),[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)C([H])([H])[C@@]([H])(C(=O)O[H])N([H])[H] = [H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])O[H] + [H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C(=O)OP(=O)(O[H])O[H],298.15,0.25,7.0,14.0,19.432056249449698,19.054629968436,,,1,,-11.252964568428865
